id_akd,date,title,description,sifat_rapat,id_jenis_agenda,id_masa_persidangan,tempat,status,id
Komisi III,2025-05-26 13:00:00,"RDP Komisi III DPR RI dengan Kepala Lembaga Pendidikan dan Pelatihan Polri
","1.	Realisasi Anggaran dan Capaian Kinerja Tahun 2024 dan Rencana 1.Program-Program yang menjadi prioritas Tahun 2025 serta kebutuhan 
yang masih diperlukan.
2.Pelaksaan tupoksi lemdiklat Polri dan hambatannya.
3.Data kekerasan yang terjadi selama 5 tahun terakhir di seluruh lembaga Pendidikan Polri. 
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi III DPR RI,Terjadwal,23089
,,Rapat Paripurna Ke-19 Masa Persidangan III Tahun Sidang 2024-2025,Rapat Paripurna Ke-19 Masa Persidangan III Tahun Sidang 2024-2025,Terbuka,Rapat Tertutup,120.0,"Ruang Rapat Paripurna, Gedung Nusantara II Lantai 3 DPR RI",Terjadwal,23088
Komisi IX,2025-05-26 13:00:00,"Rapat Kerja Komisi IX DPR RI dengan Menteri Kesehatan, DJSN, Direktur BPJS Kesehatan, Dewas BPJS Kesehatan, PERSI, ARSSI, ARSADA, APKESMI","1.	Membahas evaluasi mekanisme pembayaran ke fasilitas pelayanan kesehatan, termasuk laporan dispute klaim, klaim yang pending, dibatalkan dan belum dibayarkan. 
2.	Membahas kebijakan pelayanan kesehatan program JKN, termasuk peningkatan akses layanan melalui pemanfaatan infrastruktur digital. 
3.	Membahas kesiapan penerapan Kelas Rawat Inap Standar (KRIS). 
",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,23087
,2025-05-22 10:56:00,RAPAT DENGAR PENDAPAT KOMISI XIII DPR RI DENGAN KOMNAS HAM RI,Membahas Keanggotaan Komisioner Komisi Nasional Hak Asasi Manusia,Tertutup,Rapat Dengar Pendapat,120.0,"Ruang Rapat Komisi XIII, Gedung Nusantara II DPR RI, Lantai 3 Jl. Jenderal Gatot Subroto, Jakarta Pusat",Terjadwal,23086
Badan Legislasi,2025-05-22 10:48:00,Rapat Koordinasi Kunjungan Kerja Pimpinan DPR RI Dengan Pimpina Komisi I Sampai Dengan Komisi XIII Pada Masa Reses MP. III TS. 2024-2025,Membicarakan Rencana Kunjungan Kerja Reses Komisi I s.d Komisi XIII Pada Masa Reses MP. III TS. 2024-2025,Tertutup,Rapat Penyusunan,120.0,"Ruang Rapat Pimpinan DPR RI Gedung Nusantara III, Lantai 2",Terjadwal,23085
,2025-05-21 14:16:00,RDP Komisi XIII DPR RI dengan Dirjen Pemasyarakatan dan Para Kepala Kantor Wilayah Pemasyarakatan (Wilayah Timur) Ditjen Imipas,(Menyusul),Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XIII DPR RI,Terjadwal,23084
,2025-05-22 14:00:00,Rapat Dengar Pendapat Komisi XIII DPR RI dengan Dirjen Pemasyarakatan dan Para Kepala Kantor Wilayah Pemasyarakatan (Wilayah Barat) Ditjen Imipas,Reformasi Sistem Pemasyarakatan untuk Pembinaan WBP agar semakin berkualitas dan berkeadilan,Terbuka,Rapat Dengar Pendapat,120.0,"Ruang Rapat Komisi XIII, Pansus B",Terjadwal,23083
BKSAP,2025-05-21 13:27:00,Rapat BURT dengan Sekjen DPR RI tentang Laporan Panja Realisasi Anggaran dan Laporan Panja Renstra,"1.	Laporan Panja Realisasi Anggaran DPR RI Triwulan I Tahun 2025 Satker Dewan;
2.	Laporan Panja Realisasi Anggaran DPR RI Triwulan I Tahun 2025 Satker Setjen;
3.	Laporan Panja Renstra DPR RI Tahun 2025-2029
",Tertutup,Peninjauan Lapangan,120.0,Ruang Rapat BURT DPR RI,Terjadwal,23082
Komisi VIII,2025-05-22 10:00:00,Rapat Koordinasi Kunjungan Kerja Reses Komisi VIII DPR RI dengan para Penghubung Provinsi dan Penghubung Kementerian/Lembaga,Koordinasi Kunker Masa Reses Masa Persidangan III Tahun Sidang 2024-2025.,Tertutup,Rapat Penyusunan,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,23081
Komisi VI,2025-05-22 11:00:00,Raker Komisi VI DPR RI dengan Menteri Koperasi Republik Indonesia,"Pembahasan dampak kebijakan Instruksi Presiden No. 9 Tahun 2025 terkait pembentukan koperasi di tingkat desa dan kelurahan.
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang rapat Komisi VI DPR RI,Terjadwal,23080
Komisi VI,2025-05-22 14:00:00,"RDP Komisi VI DPR RI dengan:
1. Direktur Utama PT Pertamina (Persero). 
2. Direktur Utama PT Perusahaan Listrik Negara (Persero)
","Pembahasan dampak situasi global terhadap Ketahanan Energi.
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang rapat Komisi VI DPR RI,Terjadwal,23079
Komisi VI,2025-05-21 11:06:00,"RDPU Panja Pengawasan Tata Kelola Kawasan Batam Komisi VI DPR RI dengan:
1. Prof. Dr. Maria S.W. Sumardjono, SH, MCL, MPA.
2. Dr. Suparjo Sujadi, S.H., M.H.
3. Ir. Lukita Dinarsyah Tuwo, MA, Phd.

","Mendapatkan masukan terkait Tata Kelola Kawasan Batam dan strategi penyelesaiannya.
",Terbuka,Kunjungan Kerja,120.0,Ruang rapat Komisi VI DPR RI,Terjadwal,23078
Badan Kehormatan,2025-05-20 14:00:00,"Rapat Badan Legislasi dengan Pengusul Komisi VIII dalam rangka Pengharmonisasian, Pembulatan dan Pemantapan  Konsepsi RUU tentang Perubahan atas Undang-Undang Nomor 8 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umroh ","Penjelasan Pengusul Komisi VIII dalam rangka Pengharmonisasian, Pembulatan dan Pemantapan  Konsepsi RUU tentang Perubahan atas Undang-Undang Nomor 8 Tahun 2019 tentang Penyelenggaraan Ibadah Haji dan Umroh ",Terbuka,Workshop / Bimtek,120.0,Ruang Rapat Badan Legislasi,Terjadwal,23077
Komisi X,2025-05-21 14:00:00,"RDPU Panja Perguruan Tinggi Kementerian dan Lembaga (PTKL)
Komisi X DPR RI dengan Akademisi/Pakar kebijakan pendidikan:","1. Kondisi tata kelola, akses, mutu, dan daya saing PTKL.
2. Permasalahan penyelenggaraan dalam pengelolaan PTKL di
Indonesia.
3. Evaluasi kebijakan anggaran dalam penyelenggaraan PTKL.
4. Masukan dan rekomendasi penyelenggaraan perguruan tinggi di
K/L.",Terbuka,Seminar / Diskusi,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,23076
Komisi X,2025-05-21 10:00:00,RDPU Komisi X DPR RI dengan Komita Olahraga Masyarakat Indonesia (KORMI) Nasional,"1. Perkenalan Kepengurusan baru Komite Olahraga Masyarakat
Indonesia (KORMI) Nasional masa bakti 2024–2028;
2. Strategi pengelolaan & pembinaan Olah Raga Masyarakat.",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,23075
,2025-05-21 10:00:00,RDP Komisi XIII DPR RI dengan Dirjen Administrasi Hukum Umum (DJAHU) dan Dirjen Kekayaan Intelektual (DJKI) Kementerian Hukum RI,"Membahas terkait Grasi, Amnesti, Dll.",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XIII DPR RI,Terjadwal,23074
Komisi III,2025-05-26 15:00:00,RDPU Komisi III DPR RI dengan Dekan Fakultas Hukum Universitas  Muhammadiyah Jember ,"Menerima masukan terhadap penyusunan Rancangan Undang-Undang Hukum Acara
Pidana (KUHAP)
",Terbuka,Rapat Kerja,120.0,RUANG RAPAT KOMISI III DPR RI,Terjadwal,23073
Komisi V,2025-05-22 10:00:00,RDP Komisi V DPR RI dengan Dirjen Perhubungan Udara Kementerian Perhubungan,"Membahas terkait Harga Tiket, Airport Tax, Ramp Check, Pengaturan Lalu Lintas Udara, On Time Performance, serta Peningkatan Pelayanan Bandara di Seluruh Indonesia",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi V DPR RI (KK V),Terjadwal,23072
Komisi V,2025-05-21 13:00:00,RDPU Komisi V DPR RI dengan Driver Aplikasi Transportasi Online,Mendengarkan Masukan Dari Pengemudi Transportasi Online Dalam  Rangka Penyusunan Regulasi Terkait Transportasi Online,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi V DPR RI (KK V),Terjadwal,23071
,2025-05-20 11:55:00,RDPU Komisi XIII DPR RI dengan Koordinator Aliansi Peduli Perempuan Dan Anak (APPA) Nusa Tenggara Timur,Audiensi,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi XIII DPR RI,Terjadwal,23070
Komisi IX,2025-05-21 13:30:00,Rapat Dengar Pendapat Komisi IX DPR RI dengan Kepala Badan Gizi Nasional dan Kepala Badan Pengawas Obat dan Makanan,"1. Pembahasan aspek keamanan pangan dan penerapan standar SPPG dalam pelaksanaan Program MBG, termasuk penerapan prinsip Cara Produksi Pangan Olahan yang Baik (CPPOB).
2. Pembahasan upaya preventif dan strategi mitigasi Kejadian Luar Biasa (KLB) keracunan pangan dalam program MBG.",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,23069
BKSAP,2025-05-06 16:15:00,Rapat BURT dengan Sekjen DPR RI tentang Pembahasan Rancangan Renstra DPR RI Tahun 2025-2029 ,Pembahasan Rancangan Renstra DPR RI Tahun 2025-2029 ,Tertutup,Peninjauan Lapangan,120.0,Ruang Rapat BURT DPR RI ,Terjadwal,23068
BKSAP,2025-05-06 15:08:00,Rapat BURT dengan Sekjen DPR RI tentang ,"1. Panja Realisasi Anggaran DPR RI Triwulan I Tahun 2025 Satker Dewan; 
2.    Panja Realisasi Anggaran DPR RI Triwulan I Tahun 2025 Satker Setjen ",Tertutup,Peninjauan Lapangan,120.0,Ruang Rapat BURT DPR RI,Terjadwal,23067
Komisi X,2025-05-20 13:00:00,"RDPU Panja RUU tentang Sisdiknas Komisi X DPR RI dengan LLDikti Wilayah IV, LLDikti Wilayah XI, LLDikti Wilayah XIV, Ikatan Sarjana Pendidikan Indonesia, BEM SI, dan Aliansi BEM Kota Makassar","1. Masukan terhadap revisi UU tentang Sisdiknas, UU tentang Guru dan Dosen, serta UU tentang Pendidikan Tinggi.
2. Lain-lain.",Terbuka,Seminar / Diskusi,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,23066
,2025-05-20 13:51:00,RDP Komisi XIII DPR RI dengan Pejabat Eselon I Kementerian HAM,"1. Evaluasi Kinerja dan Realisasi Anggaran I Tahun 2024;
2. Program Kerja dan Anggaran Tahun 2025",Tertutup,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XIII,Terjadwal,23065
,2025-05-21 13:00:00,"Badan Aspirasi Masyarakat (BAM) DPR RI RDPU dengan Dewan Perwakilan Pekerja Pusat Serikat Pekerja Kereta Api Indonesia (SP-KAI)
",Mendengarkan Aspirasi dari Dewan Perwakilan Pekerja Pusat Serikat Pekerja Kereta Api Indonesia (SP-KAI) terkait Permasalahan Hubungan Industrial dengan Manajemen PT Kereta Api Indonesia (Persero),Terbuka,Kunjungan Kerja,120.0,Ruang Rapat BAM DPR RI Gedung Nusantara II lantai 2 ,Terjadwal,23064
Komisi IV,2025-05-07 14:00:00,Rapat Dengar Pendapat (RDP) dan Rapat Dengar Pendapat Umum (RDPU) Panitia Kerja Pengawasan Distribusi Pupuk Bersubsidi,(Rapat Tertutup),Tertutup,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi IV DPR RI ,Terjadwal,23063
Komisi IV,2025-05-07 10:00:00,Rapat Dengar Pendapat (RDP) Panitia Kerja Penyusunan Rancangan Undang-Undang tentang Perubahan Keempat atas Undang-Undang Nomor 41 Tahun 1999 tentang Kehutanan dengan Eselon I Kementerian Kehutanan,(Rapat Tertutup),Tertutup,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi IV DPR RI ,Terjadwal,23062
,2025-05-21 10:00:00,Badan Aspirasi Masyarakat (BAM) DPR RI RDPU dengan Perwakilan Masyarakat Pesisir Utara Banten,"Mendengarkan Aspirasi dari Masyarakat Pesisir Utara Banten terkait Upaya Perampasan Ruang Laut untuk Mata Pencaharian Nelayan, dan Permohonan Perlindungan Hukum",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat BAM DPR RI Gedung Nusantara II lantai 2 ,Terjadwal,23061
,2025-05-20 09:30:00,Rapat Paripurna Ke-18 Masa Persidangan III Tahun Sidang 2024-2025,Penyampaian Laporan Pemerintah Terhadap Kerangka Makro dan Pokok-Pokok Kebijakan Fiskal RAPBN TA 2026,Terbuka,Rapat Tertutup,120.0,"Ruang Rapat Paripurna, Gedung Nusantara II Lantai 3 DPR RI",Dibatalkan,23060
Komisi XI,2025-05-20 14:00:00,RDPU Komisi XI dengan Asosiasi Pengusaha Kawasan Berikat Cab. Jatim Raya,Pengaduan dan Audiensi mengenai Fasilitas kawasan berikat oleh Direktorat jenderal Bea dan Cukai,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi XI ,Terjadwal,23059
Komisi VI,2025-05-20 13:33:00,"Raker Komisi VI DPR RI dengan:
1. Menteri Perdagangan RI. 
2. Menteri Badan Usaha  Milik Negara RI. 
","Pembahasan tentang : 
1. Kebijakan Amerika Serikat terkait penerapan tarif impor dan dampaknya bagi Indonesia; 
2. Rencana Pengesahan First Protocol to Amend the
ASEAN Hongkong, China Free Trade Agreement (Protokol Pertama untuk Mengubah Persetujuan Perdagangan Bebas ASEAN Hongkong, Republik Rakyat Tiongkok); dan 
3. Lain-Lain.
",Terbuka,Rapat Kerja,120.0,Ruang rapat Komisi VI DPR RI,Terjadwal,23058
,2025-05-20 09:30:00,Rapat Paripurna Ke-18 Masa Persidangan III Tahun Sidang 2024-2025,Penyampaian Pemerintah Terhadap Kerangka Ekonomi Makro (KEM) dan Pokok-Pokok Kebijakan Fiskal RAPBN Tahun Anggaran 2026,Terbuka,Rapat Tertutup,120.0,Ruang Rapat Paripurna Gedung Nusantara 2 Lantai 3 ,Terjadwal,23057
Komisi IX,2025-05-20 13:00:00,"Rapat Dengar Pendapat Komisi IX DPR RI dengan Dewan Jaminan Sosial
Nasional (DJSN), Dewan Pengawas BPJS Ketenagakerjaan, dan Direktur Utama BPJS Ketenagakerjaan",Membahas tentang dampak pemutusan hubungan kerja,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,23056
,2025-05-19 14:00:00,Rapat Dengar Pendapat Panja Minerba Komisi XII dengan Dirjen Minerba Kementerian ESDM RI dengan menghadirkan Dirut PT Yuangguang Indonesia Internasional Mineral (PT YIIM) dan Deputi Gakkum KLH,Progres tindak lanjut hasil keputusan Panja Minerba tanggal 10 Februari 2025,Tertutup,Seminar / Diskusi,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,23055
Badan Kehormatan,2025-05-26 13:00:00,RDP/RDPU Badan Legislasi dalam rangka Penyusunan RUU tentang Pelindungan Pekerja Rumah Tangga,"RDP/RDPU dengan Dirjen Pembinaan Pengawasan Ketenagakerjaan dan Keselamatan dan Kesehatan Kerja (Kemenaker RI), Ketua Lembaga Bantuan Hukum Asosiasi Perempuan Indonesia untuk Keadilan (LBH APIK), Ketua Rifka Annisa Women’s Crisis Center (WCC), dan Ketua Majelis Hukum & Hak Asasi Manusia PP Aisyiyah.
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Badan Legislasi,Terjadwal,23054
,2025-05-19 10:00:00,RDP dan RDPU Komisi XII dengan Deputi PPKL KLH dan Ketua Yayasan Udara Anak Bangsa (Bicara Udara),"1.	Strategi peningkatan kualitas udara
2.	Lain-lain
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,23053
Badan Kehormatan,2025-05-22 13:00:00,RDPU Badan Legislasi dalam rangka Penyusunan RUU tentang Pelindungan Pekerja Rumah Tangga,"RDPU dengan Prof. Dr. Pujiyono Suwadi, S.H., M.H. (Dosen FH UNS), Sri Wiyanti Eddyono S.H., LL.M. (HR), Ph.D (Dosen FH UGM), Direktur International Labour Organization (ILO) Indonesia, dan Dr. Vivi Alatas.",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Badan Legislasi,Terjadwal,23052
Badan Kehormatan,2025-05-22 10:00:00,RDPU Badan Legislasi dalam rangka Penyusunan RUU tentang Pertekstilan,"RDPU dengan Ketua Umum DPP Pusat Insan Kalangan Ahli Tekstil Indonesia (IKATSI), Ketua Umum Asosiasi Pertekstilan, Ketua Umum Asosiasi Produsen Serat & Benang Filament Indonesia (APSyFY) dan Ketua Umum Asosiasi Pengrajin & Pengusahan Batik Indonesia.",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Badan Legislasi,Terjadwal,23051
Badan Kehormatan,2025-05-21 13:00:00,RDP/RDPU Badan Legislasi dalam rangka Penyusunan RUU tentang Pelindungan Pekerja Rumah Tangga,"RDP/RDPU dengan Ketua Komisi Perlindungan Anak Indonesia (KPAI), Prof. Dr. Dra. Ani Widyani Sutjipto, M.A, Dr. Drajat Tri Kartono, dan Ketua Umum Asosiasi Pelatihan dan Penempatan Pekerja Rumah Seluruh
Indonesia (APPSI)",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Badan Legislasi,Terjadwal,23050
Badan Kehormatan,2025-05-21 10:00:00,Rapat Badan Legislasi dengan Kepala Badan Keahlian DPR RI dalam rangka penyusunan RUU tentang Komoditas Strategis & RUU tentang Pertekstilan,Persentasi Tim Ahli/Badan Keahlian DPR RI dalam rangka penyusunan RUU tentang Komoditas Strategis & RUU tentang Pertekstilan,Terbuka,Workshop / Bimtek,120.0,Ruang Rapat Badan Legislasi,Terjadwal,23049
Komisi X,2025-05-19 15:00:00,"RDPU Komisi X DPR RI dengan Ruang Arsip & Sejarah Perempuan (RUAS) Indonesia, Koalisi Perempuan Indonesia, Tim Klarifikasi Sejarah dan Amnesty International","Agenda:
1. Masukan terkait rencana penulisan Sejarah Indonesia;
2. Lain-lain.",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,23048
Komisi X,2025-05-19 13:00:00,RDPU Komisi X DPR RI dengan Majelis Pendidikan Kristen di Indonesia (MPK) dan  Perkumpulan Guru Madrasah (PGM) Indonesia.,"Agenda:
1. Masukan terhadap revisi UU tentang Sistem Pendidikan Nasional.
2. Lain-lain.",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,23047
Badan Kehormatan,2025-05-20 13:00:00,RDP/RDPU Badan Legislasi dalam rangka Penyusunan RUU tentang Pelindungan Pekerja Rumah Tangga,"RDP/RDPU dengan :
1. Ketua Komnas HAM;
2. Ketua Komnas Perempuan;
3. Dr. Sabina Satriyani Puspita.",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Badan Legislasi,Terjadwal,23046
Komisi X,2025-05-19 10:00:00,"RDP Panja Pendidikan di Daerah 3T (Tertinggal, Terdepan, Terluar)
dan Daerah Marginal Komisi X DPR RI dengan Sekjen Kemendesa RI, Direktur Jenderal Kemendikdasmen RI, dan Direktur Jenderal Perlindungan dan Jaminan Sosial Kemensos RI.","Agenda:
1. Rencana Program Sekolah Rakyat Kemensos;
2. Program KemendesPDT terkait pendidikan di desa dan daerah
tertinggal;
3. Lain-lain.",Terbuka,Seminar / Diskusi,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,23045
Komisi XI,2025-05-19 10:00:00,Komisi XI RDP dengan Dirjen Bea Cukai dan Kepala BKF Kementerian Keuangan,Pusat Logistik Berikat,Rahasia,Rapat Dengar Pendapat,120.0,"Ruang Rapat Komisi XI DPR RI, Gedung Nusantara I",Terjadwal,23044
,,Rapat Paripurna Ke-18 MS. III,Rapat Paripurna Ke-18 MS. III,Terbuka,Rapat Tertutup,120.0,"Ruang Rapat Paripurna, Gedung Nusantara II Lantai 3 DPR RI",Terjadwal,23043
Komisi IX,2025-05-19 13:00:00,RDPU/Audiensi Komisi IX DPR RI dengan Kelompok Masyarakat/pasien dugaan Malapraktik,Audiensi terkait dugaan korban Malapraktik,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,23042
Komisi VIII,2025-05-20 13:00:00,Rapat Kerja Komisi VIII DPR RI dengan Menteri Sosial RI.,"1. Pembahasan Penyelenggaraan Sekolah Rakyat dan Integrasi Data Tunggal Sosial Ekonomi Nasional (DTSEN);
2. Isu-Isu Aktual.",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,23041
Komisi VIII,2025-05-19 13:00:00,Rapat Dengar Pendapat Komisi VIII DPR RI dengan Dirjen Penyelenggaraan Haji dan Umrah Kementerian Agama RI.,Pembahasan Permasalahan Penyelenggaraan Ibadah Haji Tahun 1446 H/2025 M.,Tertutup,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,23040
Komisi V,2025-05-20 13:00:00,Komisi V DPR RI RDPU dengan Ketua Umum DPP Asosiasi Pengembang Perumahan Dan Permukiman Seluruh Indonesia (APERSI) dan Ketua Umum DPP Real Estat Indonesia (REI),Membahas Program 3 Juta Rumah,Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi V DPR RI (KK V),Terjadwal,23039
Komisi II,2025-04-21 10:31:00,Raker dg Menteri ATR/BPN,Evaluasi capaian program kerja dan pelaksanaan anggaran TA 2025,Terbuka,Rapat Kerja,120.0,Ruang Rapat Komii II,Terjadwal,23038
Komisi V,2025-05-19 13:00:00,Komisi V DPR RI Raker dengan Menteri Perumahan dan Kawasan Permukiman,Membahas Upaya Pemenuhan Program 3 Juta Rumah,Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi V DPR RI (KK.V),Terjadwal,23037
,2025-05-15 14:00:00,Rapat Dengar Pendapat Komisi XII dengan Deputi Gakkum LH dan Deputi Bidang PPKL KLH/ BPLH dengan menghadirkan Dirut PT Kawasan Industri Medan dan Dirut PT Jui Shin Indonesia,"1. Pengawasan dugaan pencemaran  lingkungan PT Jui Shin Indonesia
2. ⁠Lain-lain
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,23036
,2025-05-15 10:00:00,"Rapat Dengar Pendapat Komisi XII dengan Sekjen DEN, Kepala BRIN, Kepala BAPETEN, dan Dirut PT INUKI (Persero)","1. Penyelesaian Permasalahan asset PT INUKI (Persero) ke BRIN
2. Lain-lain",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,23035
Komisi VIII,2025-05-15 10:00:00,"RDP Komisi VIII DPR RI dengan  Sekretaris Jenderal Kemenag RI, Dirjen Pendidikan Islam Kemenag RI, dan  Dirjen Bimas Islam Kemenag RI",Realisasi Program Kerja dan Anggaran Triwulan I s.d. April 2025,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VIII DPR RI,Terjadwal,23034
Komisi VI,2025-05-19 14:27:00,RDP Komisi VI DPR RI dengan Direktur Utama PT Bahana Pembinaan Usaha Indonesia (Persero)/IFG,"1. Perkenalan mitra kerja Komisi VI DPR 
2. Evaluasi kinerja korporasi Tahun 2024 
3. Penyampaian rencana kerja dan roadmap korporasi Tahun 2025 
4. Lain-lain",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VI DPR RI,Terjadwal,23033
Komisi VI,2025-05-14 11:45:00,"RDP Komisi VI DPR RI dengan:
1. Direktur Utama PT Mineral Industri Indonesia (persero)/ MiND ID
2. Direktur Utama PT Timah Tbk",Evaluasi dan Pengembangan Tata Niaga KomoditasTimah,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VI DPR RI,Terjadwal,23032
Komisi VI,2025-05-08 14:38:00,RDP Komisi VI DPR RI dengan Direktur Utama PT Bio Farma (Persero) beserta Subholdingnya,"1. Perkenalan mitra kerja Komisi VI DPR 
2. Evaluasi kinerja korporasi Tahun 2024 
3. Penyampaian rencana kerja dan roadmap korporasi Tahun 2025 
4. Lain-lain",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VI DPR RI,Terjadwal,23031
Komisi VI,2025-05-07 11:29:00,RDP Komisi VI DPR RI dengan Direktur Utama PT Garuda Indonesia (Persero) Tbk ,Pembahasan kesiapan PT Garuda Indonesia (Persero) Tbk menghadapi musim Haji Tahun 2025,Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi VI DPR RI,Terjadwal,23030
Komisi IX,2025-05-15 10:00:00,Rapat Dengar Pendapat Komisi IX DPR RI dengan Kepala Badan POM RI ,"1. Mambahas penguatan pengawasan Obat dan Makanan, termasuk laporan temuan pengawasan terkini 
2. Membahas penguatan regulasi dan pengawasan informasi publik untuk meningkatkan transparansi dan akuntabilitas di sektor obat dan makanan 
3. Mengkaji peran BPOM dalam menjaga kualitas dan keamanan 
obat dan bahan baku obat dalam 
tantangan regulasi international. ",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi IX DPR RI,Terjadwal,23029
,2025-05-14 14:00:00,Rapat Dengar Pendapat Komisi XII dengan Dirut PT PLN (Persero),"1.	Rencana pengembangan jaringan transmisi interkoneksi di seluruh Indonesia
2.	Strategi percepatan pengembangan pembangkit listrik tenaga panas bumi di PLN
3.	Realisasi investasi untuk transisi energi
4.	Lain-lain
",Terbuka,Rapat Dengar Pendapat,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,23028
Komisi X,2025-05-07 11:00:00,Audiensi Pimpinan Komisi X DPR RI dengan British Council (Tertutup),Menerima audiensi dari British Council,Tertutup,Rapat Internal,120.0,Ruang Rapat Komisi X DPR RI,Terjadwal,23027
Komisi VI,2025-05-06 11:21:00,"Raker dan RDP Komisi VI DPR RI dengan:
","Tindaklanjut penyelesaian permasalahan Kreditur PT Istaka Karya (Persero)
",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi VI DPR RI,Terjadwal,23026
Komisi VI,2025-05-05 10:26:00,"RDPU Komisi VI DPR RI dengan: 
1. Persatuan Pensiunan BUMN Strategis (P2BUMNS). 
2. Forum Komunikasi Keluarga Besar Mantan Karyawan Timah (FKKB MKT).
","1. Audiensi terkait penggelapan hasil tabungan pegawai Pertamina. 
2. Audiensi terkait penyelesaian pembayaran pesangon kepada mantan karyawan Timah dampak restrukturisasi (MKT-DR) BUMN Timah tahun 1995 sebanyak 17.243 mantan karyawan.
",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi VI DPR RI,Terjadwal,23025
,2025-05-14 11:00:00,"Rapat Kerja dengan Menteri Lingkungan Hidup/Badan Pengendalian 
Lingkungan RI","1. Kinerja dan realisasi anggaran KLH/BPLH RI Triwulan I 2025 
2. Progres penanganan permasalahan pengelolaan sampah 
3. Pengawasan pemanfaatan ruang untuk mencegah bencana hidrometeorologi 
4. Rencana Perlindungan dan Pengelolaan Lingkungan Hidup (RPPLH) 
5. Progres percepatan perdagangan karbon 
6. Lain-lain ",Terbuka,Rapat Kerja,120.0,Ruang Rapat Komisi XII DPR RI,Terjadwal,23024
Komisi VI,2025-04-30 14:32:00,"RDPU Panja Penyusunan NA dan RUU Tentang Perlindungan Konsumen dengan:
1. Prof Dr. Rizal Edy Halim,  
2. Dr. Henny Marlyna, S.H., M.H., M.LI.,  
3. Prof. Andri Wibisono, S.H., LL.M.

","Mendapatkan masukan baik secara substansi 
	  teoritical, practical maupun gramatical penulisan atas
	  Penyusunan NA dan RUU tentang Perlindungan
	  Konsumen.
",Terbuka,Kunjungan Kerja,120.0,Ruang Rapat Komisi VI DPR RI,Terjadwal,23023
